bmag CLEAN,vmag CLEAN,PHASE,Phase+DELTA
12.2822,12.0082,0.2703395739,0.2703395739
12.0768,11.8028,0.2680093606,0.2680093606
12.0577,11.7837,0.2680093606,0.2680093606
11.7612,11.4872,0.8311093407,0.8311093407
11.7314,11.4574,0.8311093407,0.8311093407
11.9378,11.6638,0.7830810597,0.7830810597
11.9123,11.6383,0.8171330412,0.8171330412
11.8902,11.6162,0.8171330412,0.8171330412
11.957,11.683,0.7830810597,0.7830810597
12.1313,11.8573,0.2923869746,0.2923869746
12.1502,11.8762,0.2923869746,0.2923869746
11.9582,11.6842,0.3081657039,0.3081657039
11.9275,11.6535,0.3081657039,0.3081657039
12.1244,11.8504,0.7840270861,0.7840270861
12.1379,11.8639,0.7690250946,0.7690250946
12.1152,11.8412,0.754197371,0.754197371
12.1213,11.8473,0.7840270861,0.7840270861
12.158,11.884,0.7690250946,0.7690250946
12.1213,11.8473,0.754197371,0.754197371
12.1533,11.8793,0.6976050588,0.6976050588
12.1407,11.8667,0.6976050588,0.6976050588
12.0368,11.7628,0.2889314877,0.2889314877
12.0418,11.7678,0.2889314877,0.2889314877
11.9305,11.6565,0.2596544514,0.2596544514
11.8822,11.6082,0.2596544514,0.2596544514
12.0234,11.7494,0.2596544514,0.2596544514
12,11.726,0.2596544514,0.2596544514
12.3816,12.1076,0.7558354911,0.7558354911
12.735,12.461,0.7558354911,0.7558354911
12.7372,12.4632,0.7558354911,0.7558354911
12.3868,12.1128,0.7558354911,0.7558354911
11.8273,11.5533,0.2411969728,0.2411969728
11.7325,11.4585,0.2411969728,0.2411969728
12.1716,11.8976,0.2539434378,0.2539434378
12.2852,12.0112,0.1870244971,0.1870244971
12.3385,12.0645,0.2539434378,0.2539434378
13.134,12.86,0.6849332803,0.6849332803
12.3429,12.0689,0.1870244971,0.1870244971
12.3812,12.1072,0.1870244971,0.1870244971
12.2607,11.9867,0.1870244971,0.1870244971
12.8921,12.6181,0.6891157141,0.6891157141
13.1406,12.8666,0.6849332803,0.6849332803
13.2973,13.0233,0.6849332803,0.6849332803
13.3654,13.0914,0.6849332803,0.6849332803
12.0722,11.7982,0.1828420635,0.1828420635
12.6304,12.3564,0.1828420635,0.1828420635
12.6422,12.3682,0.1828420635,0.1828420635
12.1163,11.8423,0.1828420635,0.1828420635
12.3793,12.1053,0.6807508466,0.6807508466
12.5006,12.2266,0.6807508466,0.6807508466
12.3501,12.0761,0.1744771958,0.1744771958
12.1382,11.8642,0.1828420635,0.1828420635
12.0898,11.8158,0.1828420635,0.1828420635
12.3679,12.0939,0.1744771958,0.1744771958
12.0269,11.7529,0.1702947622,0.1702947622
12.0164,11.7424,0.1702947622,0.1702947622
12.4131,12.1391,0.6682035453,0.6682035453
12.3356,12.0616,0.6682035453,0.6682035453
12.4174,12.1434,0.6305616412,0.6305616412
12.422,12.148,0.6305616412,0.6305616412
12.1224,11.8484,0.126015734,0.126015734
12.1305,11.8565,0.126015734,0.126015734
11.9786,11.7046,0.1033758216,0.1033758216
11.9759,11.7019,0.1033758216,0.1033758216
11.9247,11.6507,0.6012846047,0.6012846047
12.1843,11.9103,0.6012846047,0.6012846047
12.1672,11.8932,0.1033758216,0.1033758216
12.5015,12.2275,0.05736905,0.05736905
12.4202,12.1462,0.05736905,0.05736905
12.1265,11.8525,0.1033758216,0.1033758216
12.067,11.793,0.05736905,0.05736905
12.0858,11.8118,0.05736905,0.05736905
12.268,11.994,0.5510953995,0.5510953995
12.2763,12.0023,0.5510953995,0.5510953995
12.3235,12.0495,0.5510953995,0.5510953995
12.3171,12.0431,0.5510953995,0.5510953995
12.3784,12.1044,0.5510953995,0.5510953995
12.3463,12.0723,0.5510953995,0.5510953995
12.042,11.768,0.0448217487,0.0448217487
12.0576,11.7836,0.0448217487,0.0448217487
12.4051,12.1311,0.0448217487,0.0448217487
12.3764,12.1024,0.0448217487,0.0448217487
11.9368,11.6628,0.5050886279,0.5050886279
12.1662,11.8922,0.5050886279,0.5050886279
11.8672,11.5932,0.4967237602,0.4967237602
11.9513,11.6773,0.5050886279,0.5050886279
11.9642,11.6902,0.4967237602,0.4967237602
12.1516,11.8776,0.5050886279,0.5050886279
12.2235,11.9495,0.5050886279,0.5050886279
12.204,11.93,0.5050886279,0.5050886279
12.1531,11.8791,0.4883588927,0.4883588927
12.1472,11.8732,0.4883588927,0.4883588927
11.8949,11.6209,0.4883588927,0.4883588927
11.8695,11.5955,0.4883588927,0.4883588927
11.9979,11.7239,0.4548994225,0.4548994225
12.1043,11.8303,0.4548994225,0.4548994225
11.8573,11.5833,0.4214399524,0.4214399524
11.8911,11.6171,0.4214399524,0.4214399524
12.1082,11.8342,0.4526190001,0.4526190001
12.1814,11.9074,0.4526190001,0.4526190001
12.132,11.858,0.8064230233,0.8064230233
12.1074,11.8334,0.8064230233,0.8064230233
12.1645,11.8905,0.3043318066,0.3043318066
12.7166,12.4426,0.7562338181,0.7562338181
12.1889,11.9149,0.7353216493,0.7353216493
12.2701,11.9961,0.7353216493,0.7353216493
12.2433,11.9693,0.7353216493,0.7353216493
12.3068,12.0328,0.7353216493,0.7353216493
12.4173,12.1433,0.5094702252,0.5094702252
12.3117,12.0377,0.5094702252,0.5094702252
12.285,12.011,0.5094702252,0.5094702252
12.3641,12.0901,0.7353216493,0.7353216493
12.3307,12.0567,0.5094702252,0.5094702252
12.3163,12.0423,0.5094702252,0.5094702252
11.9106,11.6366,0.4969229239,0.4969229239
11.921,11.647,0.4969229239,0.4969229239
12.18,11.906,0.4969229239,0.4969229239
11.9347,11.6607,0.4969229239,0.4969229239
11.931,11.657,0.4969229239,0.4969229239
12.108,11.834,0.4969229239,0.4969229239
11.871,11.597,0.994831707,0.994831707
12.6602,12.3862,0.7562338181,0.7562338181
12.2821,12.0081,0.994831707,0.994831707
11.8631,11.5891,0.994831707,0.994831707
12.2564,11.9824,0.994831707,0.994831707
12.0972,11.8232,0.994831707,0.994831707
12.0472,11.7732,0.4885580564,0.4885580564
12.0624,11.7884,0.994831707,0.994831707
12.2156,11.9416,0.4802230632,0.4802230632
11.9939,11.7199,0.4885580564,0.4885580564
12.1855,11.9115,0.4802230632,0.4802230632
12.0521,11.7781,0.4801931887,0.4801931887
12.0483,11.7743,0.4801931887,0.4801931887
12.1892,11.9152,0.4801931887,0.4801931887
12.2397,11.9657,0.4801931887,0.4801931887
12.1727,11.8987,0.4801931887,0.4801931887
11.9604,11.6864,0.4734166502,0.4734166502
12.1191,11.8451,0.4801931887,0.4801931887
11.9897,11.7157,0.4734166502,0.4734166502
12.1281,11.8541,0.9404600677,0.9404600677
12.201,11.927,0.9404600677,0.9404600677
12.2484,11.9744,0.9404600677,0.9404600677
11.9942,11.7202,0.9404600677,0.9404600677
12.0482,11.7742,0.9404600677,0.9404600677
12.0171,11.7431,0.4300039835,0.4300039835
11.9959,11.7219,0.4300039835,0.4300039835
12.0841,11.8101,0.4300039835,0.4300039835
11.9132,11.6392,0.4300039835,0.4300039835
12.0605,11.7865,0.4300039835,0.4300039835
11.9342,11.6602,0.4300039835,0.4300039835
11.9407,11.6667,0.9237303327,0.9237303327
11.9399,11.6659,0.9237303327,0.9237303327
12.3113,12.0373,0.9237303327,0.9237303327
12.0793,11.8053,0.9237303327,0.9237303327
12.1113,11.8373,0.9237303327,0.9237303327
12.1361,11.8621,0.9237303327,0.9237303327
11.9494,11.6754,0.8902708625,0.8902708625
11.8776,11.6036,0.8735411273,0.8735411273
11.7701,11.4961,0.8735411273,0.8735411273
12.1948,11.9208,0.3714499106,0.3714499106
12.1999,11.9259,0.3714499106,0.3714499106
12.043,11.769,0.3714499106,0.3714499106
12.0776,11.8036,0.3714499106,0.3714499106
11.9467,11.6727,0.3714499106,0.3714499106
12.0793,11.8053,0.3714499106,0.3714499106
11.8781,11.6041,0.3714499106,0.3714499106
12.0787,11.8047,0.3714499106,0.3714499106
12.0595,11.7855,0.3714499106,0.3714499106
11.8783,11.6043,0.3695478989,0.3695478989
11.9071,11.6331,0.3695478989,0.3695478989
11.7969,11.5229,0.8693586937,0.8693586937
12.1196,11.8456,0.8693586937,0.8693586937
12.1442,11.8702,0.8693586937,0.8693586937
12.1422,11.8682,0.8693586937,0.8693586937
12.1338,11.8598,0.8693586937,0.8693586937
11.8255,11.5515,0.8693586937,0.8693586937
12.0681,11.7941,0.8693586937,0.8693586937
12.043,11.769,0.8693586937,0.8693586937
12.2139,11.9399,0.3672674767,0.3672674767
12.1959,11.9219,0.3672674767,0.3672674767
12.0529,11.7789,0.3672674767,0.3672674767
12.0471,11.7731,0.3672674767,0.3672674767
12.1292,11.8552,0.3672674767,0.3672674767
12.1822,11.9082,0.3672674767,0.3672674767
12.1258,11.8518,0.3672674767,0.3672674767
11.8889,11.6149,0.8651762598,0.8651762598
12.2404,11.9664,0.3630850429,0.3630850429
12.2878,12.0138,0.3630850429,0.3630850429
12.2376,11.9636,0.3630850429,0.3630850429
12.3082,12.0342,0.3630850429,0.3630850429
12.378,12.104,0.3630850429,0.3630850429
11.8498,11.5758,0.8651762598,0.8651762598
12.2865,12.0125,0.3630850429,0.3630850429
12.142,11.868,0.860993826,0.860993826
12.284,12.01,0.3630850429,0.3630850429
12.2735,11.9995,0.3630850429,0.3630850429
12.1435,11.8695,0.860993826,0.860993826
12.2555,11.9815,0.860993826,0.860993826
12.2,11.926,0.3630850429,0.3630850429
12.1801,11.9061,0.3630850429,0.3630850429
12.2475,11.9735,0.860993826,0.860993826
12.4853,12.2113,0.860993826,0.860993826
12.528,12.254,0.860993826,0.860993826
12.1495,11.8755,0.860993826,0.860993826
12.1309,11.8569,0.860993826,0.860993826
12.2108,11.9368,0.860993826,0.860993826
12.086,11.812,0.860993826,0.860993826
12.2491,11.9751,0.860993826,0.860993826
12.0862,11.8122,0.860993826,0.860993826
12.4906,12.2166,0.3254431388,0.3254431388
12.0729,11.7989,0.3254431388,0.3254431388
12.1056,11.8316,0.3254431388,0.3254431388
12.3447,12.0707,0.8108046208,0.8108046208
12.4697,12.1957,0.8108046208,0.8108046208
12.3669,12.0929,0.8108046208,0.8108046208
12.2607,11.9867,0.8063085043,0.8063085043
12.2599,11.9859,0.8063085043,0.8063085043
12.4533,12.1793,0.8108046208,0.8108046208
12.254,11.98,0.3087134038,0.3087134038
12.5916,12.3176,0.3087134038,0.3087134038
12.626,12.352,0.3087134038,0.3087134038
12.6394,12.3654,0.3087134038,0.3087134038
12.2391,11.9651,0.3087134038,0.3087134038
12.6653,12.3913,0.3087134038,0.3087134038
12.3754,12.1014,0.3087134038,0.3087134038
12.4064,12.1324,0.3087134038,0.3087134038
11.9277,11.6537,0.3087134038,0.3087134038
12.1289,11.8549,0.3087134038,0.3087134038
11.9534,11.6794,0.3087134038,0.3087134038
12.1116,11.8376,0.3087134038,0.3087134038
12.7959,12.5219,0.7480681141,0.7480681141
12.5374,12.2634,0.3254431388,0.3254431388
12.7826,12.5086,0.7480681141,0.7480681141
12.5025,12.2285,0.7480681141,0.7480681141
12.4753,12.2013,0.7480681141,0.7480681141
13.1102,12.8362,0.7480681141,0.7480681141
13.1303,12.8563,0.7480681141,0.7480681141
12.3436,12.0696,0.7480681141,0.7480681141
12.3513,12.0773,0.7480681141,0.7480681141
13.1738,12.8998,0.7480681141,0.7480681141
12.9387,12.6647,0.7480681141,0.7480681141
13.1945,12.9205,0.7480681141,0.7480681141
12.581,12.307,0.7480681141,0.7480681141
12.8733,12.5993,0.7480681141,0.7480681141
12.614,12.34,0.7480681141,0.7480681141
12.0144,11.7404,0.2442441745,0.2442441745
12.671,12.397,0.7397032466,0.7397032466
12.6391,12.3651,0.7397032466,0.7397032466
12.6481,12.3741,0.7397032466,0.7397032466
12.6966,12.4226,0.7397032466,0.7397032466
12.88,12.606,0.7397032466,0.7397032466
12.9281,12.6541,0.7397032466,0.7397032466
12.9208,12.6468,0.7397032466,0.7397032466
12.9172,12.6432,0.7397032466,0.7397032466
12.2614,11.9874,0.3087134038,0.3087134038
12.9009,12.6269,0.7397032466,0.7397032466
13.1797,12.9057,0.7397032466,0.7397032466
13.1844,12.9104,0.7397032466,0.7397032466
12.9306,12.6566,0.7397032466,0.7397032466
12.1285,11.8545,0.1957876919,0.1957876919
12.1421,11.8681,0.1957876919,0.1957876919
12.5703,12.2963,0.1957876919,0.1957876919
12.5649,12.2909,0.1957876919,0.1957876919
12.3401,12.0661,0.693696475,0.693696475
12.3079,12.0339,0.693696475,0.693696475
12.1985,11.9245,0.693696475,0.693696475
12.1828,11.9088,0.693696475,0.693696475
12.2868,12.0128,0.693696475,0.693696475
12.2424,11.9684,0.693696475,0.693696475
12.268,11.994,0.8402808208,0.8402808208
12.1949,11.9209,0.8402808208,0.8402808208
12.1882,11.9142,0.3600975901,0.3600975901
12.0038,11.7298,0.3600975901,0.3600975901
12.4619,12.1879,0.6656144196,0.6656144196
12.0347,11.7607,0.6656144196,0.6656144196
12.1173,11.8433,0.6656144196,0.6656144196
12.3519,12.0779,0.6656144196,0.6656144196
12.3541,12.0801,0.6656144196,0.6656144196
11.9896,11.7156,0.6656144196,0.6656144196
11.989,11.715,0.6656144196,0.6656144196
12.1709,11.8969,0.1633489344,0.1633489344
12.1757,11.9017,0.1633489344,0.1633489344
12.4038,12.1298,0.1846345351,0.1846345351
12.6263,12.3523,0.1837681737,0.1837681737
12.4058,12.1318,0.1846345351,0.1846345351
12.5168,12.2428,0.1837681737,0.1837681737
12.6103,12.3363,0.1837681737,0.1837681737
12.6113,12.3373,0.1762696676,0.1762696676
12.5237,12.2497,0.1736755628,0.1736755628
12.5022,12.2282,0.1736755628,0.1736755628
12.6283,12.3543,0.1762696676,0.1762696676
13.2173,12.9433,0.6616311494,0.6616311494
13.2222,12.9482,0.6616311494,0.6616311494
12.9677,12.6937,0.6616311494,0.6616311494
12.9613,12.6873,0.6616311494,0.6616311494
13.1113,12.8373,0.6616311494,0.6616311494
13.1024,12.8284,0.6616311494,0.6616311494
13.0895,12.8155,0.6616311494,0.6616311494
13.3192,13.0452,0.6616311494,0.6616311494
13.3402,13.0662,0.6616311494,0.6616311494
12.9575,12.6835,0.6616311494,0.6616311494
12.943,12.669,0.6616311494,0.6616311494
12.9333,12.6593,0.660764788,0.660764788
12.3906,12.1166,0.1260804622,0.1260804622
13.0024,12.7284,0.660764788,0.660764788
12.3471,12.0731,0.1260804622,0.1260804622
12.2617,11.9877,0.1260804622,0.1260804622
12.2598,11.9858,0.1260804622,0.1260804622
12.2746,12.0006,0.1260804622,0.1260804622
12.1792,11.9052,0.1260804622,0.1260804622
12.0489,11.7749,0.0959370643,0.0959370643
12.1811,11.9071,0.1260804622,0.1260804622
12.0375,11.7635,0.0959370643,0.0959370643
12.3107,12.0367,0.1260804622,0.1260804622
11.9522,11.6782,0.0959370643,0.0959370643
11.9515,11.6775,0.0959370643,0.0959370643
12.2356,11.9616,0.0466142205,0.0466142205
12.2395,11.9655,0.0466142205,0.0466142205
11.9977,11.7237,0.0466142205,0.0466142205
12.0082,11.7342,0.0466142205,0.0466142205
12.6339,12.3599,0.4876966741,0.4876966741
12.3545,12.0805,0.5965046803,0.5965046803
12.3509,12.0769,0.6071947819,0.6071947819
12.3362,12.0622,0.6071947819,0.6071947819
12.4822,12.2081,0.5965046803,0.5965046803
12.192,11.918,0.6252987454,0.6252987454
12.2254,11.9514,0.6252987454,0.6252987454
12.4835,12.2095,0.6178848835,0.6178848835
12.5428,12.2688,0.6178848835,0.6178848835
12.2488,11.9748,0.5826727745,0.5826727745
12.2027,11.9287,0.9941744672,0.9941744672
12.2938,12.0198,0.9941744672,0.9941744672
12.7394,12.4654,0.9788189605,0.9788189605
12.7857,12.5117,0.9788189605,0.9788189605
12.2645,11.9905,0.5826727745,0.5826727745
12.4862,12.2122,0.7064329203,0.7064329203
12.4036,12.1296,0.7064329203,0.7064329203
12.5665,12.2925,0.9957179846,0.9957179846
12.5973,12.3233,0.9957179846,0.9957179846
12.62,12.346,0.0170981877,0.0170981877
12.4709,12.1969,0.0170981877,0.0170981877
12.3075,12.0335,0.030890261,0.030890261
12.2216,11.9476,0.0426160129,0.0426160129
12.2946,12.0206,0.030890261,0.030890261
12.3479,12.0739,0.0426160129,0.0426160129
12.4192,12.1452,0.0539932285,0.0539932285
12.4434,12.1694,0.0539932285,0.0539932285
12.3356,12.0616,0.472953595,0.472953595
12.3603,12.0863,0.472953595,0.472953595
12.2681,11.9941,0.4874377614,0.4874377614
12.5965,12.3225,0.4874377614,0.4874377614
12.3884,12.1144,0.5329565824,0.5329565824
12.4244,12.1504,0.5329565824,0.5329565824
12.3861,12.1121,0.5505427207,0.5505427207
11.9093,11.6353,0.5710565625,0.5710565625
12.1987,11.9247,0.9084096792,0.9084096792
12.2533,11.9793,0.9084096792,0.9084096792
12.6091,12.3351,0.9218581956,0.9218581956
12.6828,12.4088,0.9218581956,0.9218581956
12.3427,12.0687,0.9339275044,0.9339275044
12.267,11.993,0.9456532562,0.9456532562
12.3765,12.1025,0.9339275044,0.9339275044
12.2952,12.0212,0.9456532562,0.9456532562
12.1185,11.8445,0.9570304721,0.9570304721
12.1621,11.8881,0.9570304721,0.9570304721
12.3847,12.1107,0.4039135631,0.4039135631
12.1901,11.9161,0.4235710017,0.4235710017
12.3258,12.0518,0.4418492332,0.4418492332
12.2427,11.9687,0.4235710017,0.4235710017
12.3269,12.0529,0.4418492332,0.4418492332
12.2338,11.9598,0.4532264488,0.4532264488
12.4699,12.1959,0.4039135631,0.4039135631
12.1534,11.8794,0.0113871739,0.0113871739
12.7375,12.4635,0.5003037243,0.5003037243
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
